osm_id,osm_type,lat,lon,name,addr_region,addr_city,addr_street,addr_housenumber,operator,capacity
733467217,way,45.3445767,131.4649179,永安中学,,,,,,
733467218,way,45.3430652,131.4664872,中心校,,,,,,
733638520,way,43.8277193,126.524222,船营区第四小学,,,,,,
733638521,way,43.8263642,126.5194392,吉林市第三十中学,,,,,,
733865041,way,51.0010373,108.9904358,Основная Общеобразовательная школа Лесоучасток Катангар,,,,,,
734087662,way,50.3030439,127.5122649,,,,,,,
734128076,way,51.4269747,112.5682234,,,,,,,
737467164,way,46.6778611,131.149363,双鸭山市第一中学,,,,,,
737467170,way,46.6796317,131.1307142,双鸭山市第三十一中学,,,,,,
739547558,way,43.8496777,126.5863495,江城中学,,,,,,
740555222,way,42.8050737,140.5247643,町立蘭越小学校,,,,,,
741604695,way,62.0995553,126.6902108,Бердигестяхская СОШ имени С. П. Данилова,,,,,,
742813029,way,52.2479652,104.4042314,,,Молодёжный поселок,,9,,
744825356,way,42.2796957,123.8183442,银州区第十九小学,,铁岭市,汇工街,40-15号,,
744825358,way,42.2784634,123.8199214,铁岭市信息工程学校,,铁岭市,汇工街,50号,,
744826412,way,42.2874864,123.8237167,铁岭市第四中学,,铁岭市,汇工街,83号-87号,,
744834065,way,42.2939487,123.8214932,银州区第十二小学,,铁岭市,铁西路,12号,,
744975907,way,64.3890176,122.2317247,МБОУ Мастахская СОШ,,,,,,
745122918,way,65.2813763,124.1187082,МБОУ «Бестяхская МООШ им. Р.М. Дмитриева»,,,,,,
745228448,way,42.3101376,123.864118,铁岭市第六中学,,,,,,
745311483,way,45.7171929,126.6076876,哈尔滨师范大学附属中学,,哈尔滨市,学府路,30,,
745319558,way,63.6878357,120.4687136,Дюллюкинская СОШ,,,,,,
745541398,way,45.7631298,127.836534,常安中学,,,,,,
745541400,way,45.7654874,127.8448596,常安小学,,,,,,
747164786,way,45.7818588,131.0725868,双鹤小学,,,,,,
747164787,way,45.7808973,131.0779802,第六中学,,,,,,
748961086,way,45.7708356,131.0068528,七小,,,,,,
749681082,way,46.6275351,125.1722768,大庆实验中学二部,,,,,,
749681083,way,46.6197911,125.1580254,大庆市特殊教育中心,,,,,,
749712377,way,44.5530086,129.6284463,兴隆小学,,,,,,
750998331,way,50.6039922,107.8286108,Мало-Куналейская школа,,,,,"МБОУ ""Мало-Куналейская СОШ""",
751361910,way,56.1191886,101.1930045,,,,,,,
751794384,way,49.1708792,136.471878,Основная общеобразовательная школа,,,Лесная улица,11А,,
755261436,way,42.0977903,140.5681671,,,,,,,
758468976,way,56.171673,99.0308073,,,,,,,
758661713,way,56.9016016,118.2593532,,,,,,,
759131502,way,60.9628095,115.4678004,,,,,,,
761270419,way,54.3977348,113.5530103,,,,,,,
761333959,way,42.3038159,117.7279298,新拨中学,,,,,,
761658688,way,42.2737368,117.0918272,御道口牧场小学,,,,,,
761932457,way,42.145696,116.9733499,,,,,,,
762203506,way,42.0570958,117.5509832,,,,,,,
762203555,way,42.0198252,118.2203813,朝阳地镇小学,,,,,,
764021880,way,52.3694919,140.4398721,МБОУ СОШ с. Богородское,,Богородское,Советская улица,26,,
766046794,way,52.4797897,111.0975686,Комсомольская СОШ,,,,,,
766590771,way,51.8098313,107.6440622,Средняя общеобразовательная школа №49,,,,,,
767485688,way,47.3388731,123.1767458,龙江县实验小学,,,,,,
767485689,way,47.3407903,123.1781432,龙江县第一中学,,,,,,
767485690,way,47.3419039,123.1830489,龙江县第六中学,,,,,,
769549458,way,47.5933496,138.3933568,МКОУ СОШ С.Агзу,,,,,,
772717085,way,42.0105822,121.6377552,阜新实验中学,,,,,,
772717086,way,42.0227285,121.6505893,阜新市第一中学,,,,,,
772717087,way,42.0221613,121.6474925,阜新市高级中学,,,,,,
772717089,way,42.0098706,121.6360246,阜新市实验小学,,,,,,
772811402,way,42.0205542,121.6306881,阜新市第二十六中学,,,,,,
772811408,way,42.0154982,121.6391098,八一路小学,,,,,,
772812201,way,42.0197476,121.6495605,民族街小学,,,,,,
774639407,way,43.8584384,126.5649135,吉铁一中,,,,,,
774860600,way,51.3698395,119.5972207,Широковская основная общеобразовательная школа,,,,,,
774986401,way,51.2566161,119.298712,Байкинская основная общеобразовательная школа,,,,,,
778778223,way,54.0336446,101.5212411,,,,,,,
781973125,way,52.4410728,104.3984601,МОУ ИРМО Кудинская средняя общеобразовательная школа,,,,,,
783535709,way,52.8638204,103.1903476,Школа №19,,,,,,
785302091,way,50.5484962,127.3333293,,,,,,,
787842612,way,52.2716896,104.1299723,,,,,,,
790904590,way,43.6285792,111.9556644,二连浩特市蒙古族中学,,,,,,
790904591,way,43.625654,111.9567377,内蒙古师范大学二连浩特国际学院,,,,,,
790904597,way,43.6509759,111.9502341,,,,,,,
791474939,way,63.835009,123.3827146,"МБОУ ""ТОГУССКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ Е. А. Степановой""",,Тымпы,улица Ленина,10/2,,
795642614,way,43.1882933,140.8173197,私立北星学園余市高等学校,,,,,,
795805732,way,42.5438365,140.7773025,虻田中学校,,洞爺湖町,,,洞爺湖町教育委員会,
795807109,way,42.9707559,140.5037349,町立岩内第二中学校,,,,,,
795808397,way,43.3247659,140.3800265,町立余別小学校,,,,,,
795831068,way,42.4715717,140.8884828,北海道伊達高等養護学校,,,,,,
795831335,way,42.1541529,140.4801259,町立石倉小学校,,,,,,
795832192,way,43.1452633,140.4249917,,,,,,,
795835053,way,42.2154574,140.3816271,町立野田生中学校,,,,,,
795846136,way,42.482928,140.8619112,市立光陵中学校,,,,,,
795870361,way,42.6702749,140.3821421,町立白井川中学校,,,,,,
795900247,way,43.1931499,140.8128391,余市町立旭中学校,,,,,,
795901389,way,42.1290082,140.5117129,町立石谷小学校,,,,,,
796916359,way,42.4890309,140.83979,市立長和小学校,,,,,,
796921540,way,42.0016138,140.1239842,町立栄浜小学校,,,,,,
797844719,way,42.1229664,140.4454516,町立濁川小学校,,,,,,
797845576,way,42.2148763,140.3761433,町立野田生小学校,,,,,,
797847194,way,42.2307,140.3244826,町立山越小学校,,,,,,
797847855,way,42.2379367,140.3015491,町立浜松小学校,,,,,,
797849254,way,42.2568064,140.2654136,町立八雲小学校,,,,,,
797851138,way,42.3172373,140.2725819,町立山崎小学校,,,,,,
797868433,way,42.2278442,139.8200104,町立大成中学校,,,,,,
797869083,way,42.3539475,139.9062216,町立若松小学校,,,,,,
797870372,way,42.4228586,140.0233872,町立今金中学校,,,,,,
797870904,way,42.4266947,140.0230653,北海道今金高等養護学校,,,,,,
797871802,way,42.4297376,140.0188878,町立今金小学校,,,,,,
797872264,way,42.4212796,140.0697586,町立種川小学校,,,,,,
797873202,way,42.4209171,139.8768126,町立北檜山中学校,,,,,,
797873952,way,42.2048992,139.5440698,奥尻町立奥尻小学校,,,,,,
